vessel_id,name,port,eta,teu,length_m,draft_m,priority,status
PORT_A-V00343,MV F-0343,PORT_A,2024-03-22 02:21:00,2000,166.3,9.34,1,inbound
PORT_B-V00187,MV F-0187,PORT_B,2024-03-22 05:50:00,2800,236.2,10.4,2,inbound
PORT_A-V00344,MV G-0344,PORT_A,2024-03-22 08:03:00,600,102.1,6.17,3,inbound
PORT_B-V00188,MV G-0188,PORT_B,2024-03-22 09:16:00,1200,137.4,7.41,1,inbound
PORT_A-V00345,MV H-0345,PORT_A,2024-03-22 14:19:00,1200,143.2,7.31,3,inbound
PORT_A-V00346,MV I-0346,PORT_A,2024-03-22 20:29:00,300,88.1,5.56,2,inbound
PORT_A-V00347,MV J-0347,PORT_A,2024-03-22 21:31:00,300,111.4,5.3,3,inbound
PORT_A-V00348,MV K-0348,PORT_A,2024-03-23 06:59:00,1200,137.4,7.57,2,inbound
PORT_A-V00349,MV L-0349,PORT_A,2024-03-23 09:40:00,600,98.6,6.07,3,inbound
PORT_B-V00189,MV H-0189,PORT_B,2024-03-23 10:19:00,1200,151.5,7.9,2,inbound
PORT_A-V00350,MV M-0350,PORT_A,2024-03-23 22:33:00,300,95.6,5.67,2,inbound
PORT_A-V00351,MV N-0351,PORT_A,2024-03-24 01:13:00,2000,186.7,8.76,1,inbound
PORT_B-V00190,MV I-0190,PORT_B,2024-03-24 03:35:00,300,96.0,5.08,1,inbound
PORT_A-V00352,MV O-0352,PORT_A,2024-03-24 07:31:00,600,85.5,6.41,2,inbound
PORT_B-V00191,MV J-0191,PORT_B,2024-03-24 09:58:00,1200,138.1,7.92,2,inbound
PORT_B-V00192,MV K-0192,PORT_B,2024-03-24 10:42:00,600,121.5,6.47,3,inbound
PORT_B-V00193,MV L-0193,PORT_B,2024-03-24 11:29:00,2000,168.6,9.32,2,inbound
PORT_B-V00194,MV M-0194,PORT_B,2024-03-24 13:45:00,2000,172.5,8.48,3,inbound
PORT_A-V00353,MV P-0353,PORT_A,2024-03-24 15:08:00,600,104.5,6.69,1,inbound
PORT_B-V00195,MV N-0195,PORT_B,2024-03-24 15:27:00,2800,208.1,10.79,2,inbound
PORT_B-V00196,MV O-0196,PORT_B,2024-03-24 19:43:00,600,106.4,6.41,3,inbound
PORT_A-V00354,MV Q-0354,PORT_A,2024-03-25 03:18:00,600,108.4,5.96,2,inbound
PORT_A-V00355,MV R-0355,PORT_A,2024-03-25 07:26:00,600,111.7,6.0,2,inbound
PORT_B-V00197,MV P-0197,PORT_B,2024-03-25 07:49:00,1200,138.1,8.31,3,inbound
PORT_B-V00198,MV Q-0198,PORT_B,2024-03-25 15:43:00,300,91.5,5.61,2,inbound
PORT_B-V00199,MV R-0199,PORT_B,2024-03-25 15:59:00,600,117.9,6.17,2,inbound
PORT_A-V00356,MV S-0356,PORT_A,2024-03-25 18:24:00,1200,136.9,7.4,2,inbound
PORT_A-V00357,MV T-0357,PORT_A,2024-03-25 21:44:00,300,78.5,5.13,2,inbound
PORT_A-V00358,MV U-0358,PORT_A,2024-03-26 09:24:00,600,113.1,6.04,2,inbound
PORT_A-V00359,MV V-0359,PORT_A,2024-03-26 14:47:00,2800,212.4,10.53,1,inbound
PORT_B-V00200,MV S-0200,PORT_B,2024-03-26 21:52:00,2000,188.9,8.93,2,inbound
PORT_B-V00201,MV T-0201,PORT_B,2024-03-27 07:47:00,600,109.8,6.15,2,inbound
PORT_A-V00360,MV W-0360,PORT_A,2024-03-27 14:13:00,1200,133.0,6.98,2,inbound
PORT_B-V00202,MV U-0202,PORT_B,2024-03-27 18:51:00,600,114.1,6.25,1,inbound
PORT_B-V00203,MV V-0203,PORT_B,2024-03-27 19:26:00,2000,172.8,9.2,2,inbound
PORT_B-V00204,MV W-0204,PORT_B,2024-03-28 00:46:00,2000,174.6,9.33,2,inbound
PORT_A-V00361,MV X-0361,PORT_A,2024-03-28 16:53:00,600,113.5,6.41,1,inbound
PORT_B-V00205,MV X-0205,PORT_B,2024-03-28 18:01:00,300,102.2,5.48,1,inbound
PORT_B-V00206,MV Y-0206,PORT_B,2024-03-28 23:25:00,2000,199.0,8.96,2,inbound
PORT_A-V00362,MV Y-0362,PORT_A,2024-03-29 06:00:00,300,98.4,6.02,3,inbound
PORT_A-V00363,MV Z-0363,PORT_A,2024-03-29 07:12:00,300,95.1,5.7,1,inbound
PORT_A-V00364,MV A-0364,PORT_A,2024-03-29 08:24:00,1200,135.8,7.54,2,inbound
PORT_B-V00207,MV Z-0207,PORT_B,2024-03-29 12:54:00,1200,149.6,7.71,2,inbound
PORT_B-V00208,MV A-0208,PORT_B,2024-03-29 15:13:00,1200,140.0,7.86,3,inbound
PORT_A-V00365,MV B-0365,PORT_A,2024-03-29 16:29:00,300,76.5,5.18,2,inbound
PORT_B-V00209,MV B-0209,PORT_B,2024-03-29 21:40:00,300,110.1,6.0,1,inbound
PORT_B-V00210,MV C-0210,PORT_B,2024-03-30 07:11:00,600,120.0,5.8,2,inbound
PORT_A-V00366,MV C-0366,PORT_A,2024-03-30 09:49:00,2800,216.6,10.17,2,inbound
PORT_A-V00367,MV D-0367,PORT_A,2024-03-30 12:14:00,2000,189.0,8.83,1,inbound
PORT_A-V00368,MV E-0368,PORT_A,2024-03-30 13:25:00,1200,124.1,7.55,2,inbound
PORT_A-V00369,MV F-0369,PORT_A,2024-03-30 17:01:00,600,115.3,6.09,2,inbound
PORT_A-V00370,MV G-0370,PORT_A,2024-03-30 20:43:00,600,101.2,6.51,2,inbound
PORT_A-V00371,MV H-0371,PORT_A,2024-03-30 23:29:00,600,111.4,5.54,3,inbound
